name
I."ENST00000498666";21_46323280_46323450-242=171=181//P05107
I."ENST00000508715";10_46611717_46611852-98=136=62//Q4JDL3
I."ENST00000506080";10_46619902_46620058-98=157=62//Q4JDL3
I."ENST00000505814";10_46584432_46584522-335=91=152//Q4JDL3
I."ENST00000509599";10_46611717_46611811-98=95=157//Q4JDL3
I."ENST00000411491";7_102898891_102899039-121=149=138//Q6ZN68
I."ENST00000373503";9_128268589_128268696-141=108=110//Q9BPZ7
I."ENST00000366738";1_228295678_228295785-202=108=84//Q7Z7F7
I."ENST00000465397";1_228295678_228295838-202=161=84//Q7Z7F7
I."ENST00000366731";1_228295678_228295785-202=108=84//Q7Z7F7
I."ENST00000490504";3_136045997_136046097-108=101=99//P05166
I."ENST00000484181";3_135975397_135975465-120=69=57//P05166
I."ENST00000484181";3_135979321_135979377-69=57=114//P05166
I."ENST00000334414";12_70983744_70984013-261=270=264//P23467
I."ENST00000378781";13_46919582_46919735-91=154=62//Q9H714
I."ENST00000400127";21_19635108_19635210-87=103=1420//Q9H9P2
I."ENST00000372169";9_135147097_135147195-88=99=165//Q7Z333
E."ENST00000377958";17_37934138_37934263-117=126=117//Q9UKT9
E."ENST00000377958";17_37948926_37949186-168=261=102//O08900
E."ENST00000377944";17_37947669_37947836-117=168=102//Q9UKT9
E."ENST00000377944";17_37948926_37949186-117=261=102//Q9UKT9
E."ENST00000467068";11_134183290_134183368-72=79=88//Q8NCI6
E."ENST00000439493";2_10093036_10093189-161=154=187//Q5RAR8
E."ENST00000523222";8_66594279_66594315-146=37=99//Q5RFN3
E."ENST00000486706";17_15894179_15894418-103=240=22//Q19AV6
E."ENST00000454680";11_65006133_65006951-204=819=768//A6NK97
E."ENST00000601879";19_19114305_19114417-62=113=479//Q8IX01
E."ENST00000601879";19_19118156_19118256-479=101=112//Q8IX01
E."ENST00000474170";10_51550041_51550174-35=134=106//P08118
E."ENST00000438132";16_19589626_19589680-25=55=77//Q5R8N4
E."ENST00000396551";6_30308049_30308138-23=90=116//Q9ESN2
E."ENST00000572467";16_4411750_4411804-109=55=176//Q5RBW3
E."ENST00000530748";11_57583387_57583473-107=87=2882//O60716
E."ENST00000354566";11_85419081_85419193-103=113=170//Q9HCH5
E."ENST00000442759";13_78317151_78317300-140=150=150//Q8ND83
E."ENST00000513800";4_52714371_52714533-115=163=71//Q92564
E."ENST00000375030";10_33134171_33134254-84=84=84//Q9H943
E."ENST00000349029";16_16192730_16192759-184=30=91//P33527
E."ENST00000345148";16_16232221_16232415-167=195=1902//P33527
E."ENST00000531634";6_135517864_135518461-255=598=143//P10242
E."ENST00000531634";6_135517864_135518046-255=183=143//P10242
E."ENST00000531634";6_135518099_135518461-255=363=143//P10242
E."ENST00000531634";6_135520664_135520719-143=56=115//P10242
E."ENST00000534044";6_135516098_135516219-105=122=255//P10242
E."ENST00000528015";6_135516098_135516219-105=122=170//P10242
E."ENST00000526889";6_135516098_135516219-96=122=255//P10242
E."ENST00000490581";X_51806799_51806846-115=48=63//Q96JG8
E."ENST00000514996";4_62383033_62383236-55=204=214//Q9HAR2
E."ENST00000514996";4_62894573_62894599-92=27=169//Q9HAR2
E."ENST00000523206";8_95878540_95878581-34=42=57//Q80V86
E."ENST00000479719";3_124450353_124450451-176=99=154//P11172
E."ENST00000367171";1_204931236_204931286-171=51=112//O94856
E."ENST00000360049";1_204960420_204960434-174=15=132//O94856
E."ENST00000360049";1_204971724_204971876-174=153=132//O94856
E."ENST00000322635";10_75579290_75579403-76=114=49//P11730
E."ENST00000322635";10_75585037_75585105-45=69=33//P11730
E."ENST00000394762";10_75599297_75599359-44=63=43//Q923T9
E."ENST00000356618";5_176916772_176916833-235=62=37//Q9NR12
E."ENST00000356618";5_176918405_176918421-137=17=119//Q9NR12
E."ENST00000373542";X_71819666_71819716-171=51=39//P46020
E."ENST00000561306";15_99669572_99672018-71=2447=2834//O15061
E."ENST00000564008";18_66368853_66368904-81=52=46//Q96JJ7
E."ENST00000541211";12_133761250_133761345-85=96=201//Q14587
E."ENST00000517966";14_102698044_102698158-201=115=174//Q9UQ07
E."ENST00000462233";1_233160892_233161145-234=254=216//A6NKB5
E."ENST00000264106";2_173366500_173366629-126=130=2363//P23229
E."ENST00000506183";19_49458805_49458856-34=52=136//Q07812
E."ENST00000506183";19_49463496_49463593-136=98=105//Q07812
E."ENST00000380230";15_65206232_65206329-63=98=104//Q495B1
E."ENST00000380230";15_65212018_65212175-129=158=99//Q495B1
E."ENST00000375267";1_19472517_19472600-141=84=175//Q5T4S7
E."ENST00000375267";1_19476257_19476289-64=33=217//Q5T4S7
E."ENST00000375226";1_19404279_19404341-163=63=91//Q5T4S7
E."ENST00000351904";17_73244921_73245089-85=169=53//Q8BMI3
E."ENST00000394000";7_99995502_99995535-390=34=50//Q9UKJ1
E."ENST00000585472";17_35889885_35889953-111=69=149//Q5SV85
E."ENST00000591288";17_35930736_35930984-134=249=197//Q9UMZ2
E."ENST00000528742";11_113092018_113092047-143=30=151//P13595
E."ENST00000444904";15_72185306_72185518-113=213=100//B2RTY4
E."ENST00000562526";16_72092464_72092571-102=108=75//P00738
E."ENST00000562526";16_72092464_72092571-102=108=75//P00738
E."ENST00000262836";X_110388088_110388150-101=63=45//Q7YQL3
E."ENST00000406859";2_50282093_50282182-320=90=172//P58400
E."ENST00000402363";1_46060366_46060445-48=80=73//P49321
E."ENST00000525515";1_46072993_46074009-110=1017=80//Q2T9P4
E."ENST00000510741";4_167983793_167983801-46=9=189//Q9BQ16
E."ENST00000418391";16_90018970_90019090-97=121=134//Q6ZN54
E."ENST00000418391";16_90018966_90019090-97=125=134//Q6ZN54
E."ENST00000375844";2_135743370_135745823-150=2454=44//Q56UN5
E."ENST00000489066";1_110199334_110199409-79=76=65//Q03013
E."ENST00000336995";17_80404499_80404572-97=74=42//Q9BQA9
E."ENST00000514652";4_100457121_100457313-144=193=82//Q53FE4
E."ENST00000466246";3_158306641_158306713-87=73=148//P58340
E."ENST00000487838";3_158311171_158311215-148=45=84//P58340
E."ENST00000536525";12_78571400_78571465-173=66=154//Q80TN7
E."ENST00000367567";1_181762801_181762929-112=129=181//Q07652
E."ENST00000435379";12_18838424_18838592-150=169=130//Q86YW0
E."ENST00000359152";11_85428526_85428573-95=48=54//Q9HCH5
E."ENST00000484562";1_62565991_62566080-134=90=84//Q8NI35
E."ENST00000378072";20_13895767_13895887-163=121=103//Q5TEA6
E."ENST00000355394";10_27128662_27128712-168=51=341//Q9QZM5
E."ENST00000376134";10_27052809_27052889-177=81=101//Q9QZM5
E."ENST00000376138";10_27052809_27052889-177=81=101//Q9QZM5
E."ENST00000376160";10_27060004_27060018-101=15=177//Q9QZM5
E."ENST00000444971";12_9832786_9832847-79=62=111//Q9UHP7
E."ENST00000454341";10_128153265_128153555-185=291=1129//Q96M02
E."ENST00000407983";2_269301_269347-108=47=74//P24666
E."ENST00000520542";17_38063214_38063240-161=27=39//Q8TAX9
E."ENST00000395430";10_55588325_55588333-156=9=219//Q96QU1
E."ENST00000448885";10_55849744_55849823-94=80=133//Q96QU1
E."ENST00000523145";9_37020633_37020798-198=166=46//Q02650
E."ENST00000416984";8_28704264_28704326-140=63=61//Q4R5Z4
E."ENST00000348438";7_30726005_30726231-126=227=94//Q13324
E."ENST00000368125";1_159159561_159159662-245=102=141//Q8N126
E."ENST00000520759";5_156749950_156750024-148=75=154//Q5R414
E."ENST00000578091";18_21882353_21882715-107=363=82//Q9BXW6
E."ENST00000579851";18_21948331_21948336-112=6=123//Q9BXW6
E."ENST00000491336";1_202544130_202544314-51=185=679//Q8BG95
E."ENST00000556220";14_92545759_92545812-116=54=97//P54252
E."ENST00000556220";14_92549761_92549847-133=87=88//P54252
E."ENST00000557030";14_92562437_92562481-88=45=165//P54252
E."ENST00000556958";14_92555074_92555161-133=88=45//P54252
E."ENST00000556288";14_92549761_92549847-110=87=88//P54252
E."ENST00000413387";10_99642543_99642585-144=43=146//Q9NQ79
E."ENST00000435432";18_56002710_56002769-75=60=132//Q5RBF2
E."ENST00000357895";18_55895062_55895139-74=78=82//Q5RBF2
E."ENST00000575052";17_80676320_80676447-175=128=152//Q9HA64
E."ENST00000575052";17_80680680_80680762-92=83=123//Q9HA64
E."ENST00000558164";15_38790995_38791147-135=153=37//O95267
E."ENST00000398139";14_74361062_74361112-136=51=219//Q86VK4
E."ENST00000579281";17_26817325_26817386-129=62=137//Q13183
E."ENST00000421551";14_31104001_31104240-91=240=123//Q8WVM8
E."ENST00000255858";22_30891729_30891777-60=49=44//Q9UDX3
E."ENST00000395757";17_17720862_17720905-202=44=221//P36956
E."ENST00000553771";14_100540840_100540952-91=113=169//O08719
E."ENST00000368633";1_153921310_153921376-187=67=270//Q53ET0
E."ENST00000277551";9_140944527_140944538-107=12=97//Q00975
E."ENST00000277549";9_140964210_140964215-84=6=117//O55017
E."ENST00000416503";2_114196597_114196694-260=98=87//Q8IUF1
E."ENST00000577193";17_36703995_36704117-147=123=153//Q9C0H9
E."ENST00000526040";1_26857236_26857393-223=158=45//P18653
E."ENST00000373734";20_35399276_35399380-74=105=49//Q9H410
E."ENST00000559224";15_85189204_85189316-368=113=165//Q6P4I2
E."ENST00000559224";15_85191768_85191856-65=89=89//Q6P4I2
E."ENST00000448404";11_64540902_64540977-153=76=129//Q15637
E."ENST00000520732";8_59347417_59347507-110=91=138//Q14CS0
E."ENST00000542302";12_1372200_1372331-136=132=161//Q811U3
E."ENST00000546231";12_1519555_1519619-99=65=189//Q8IUD2
E."ENST00000456331";7_94917848_94918030-120=183=6325//O35867
E."ENST00000424141";12_56872836_56872965-80=130=122//Q9UI32
E."ENST00000275159";6_121460920_121460982-126=63=94//Q96NH3
E."ENST00000275159";6_121545509_121545597-117=89=119//Q96NH3
E."ENST00000370894";1_74666376_74666502-168=127=93//O14772
E."ENST00000296642";5_114557521_114557705-109=185=46//P53610
E."ENST00000594845";19_49950595_49950677-76=83=82//Q9NWS0
E."ENST00000594845";19_49950595_49950724-76=130=82//Q9NWS0
E."ENST00000594845";19_49950595_49950674-76=80=82//Q9NWS0
E."ENST00000291700";21_48020195_48020288-542=94=139//Q6YNR6
E."ENST00000507164";4_62894573_62894599-92=27=169//Q9HAR2
E."ENST00000421415";1_54645657_54645906-204=250=105//Q6IPT4
E."ENST00000421415";1_54651854_54651959-105=106=88//Q6IPT4
E."ENST00000326165";17_72701343_72701516-339=174=155//Q8TDQ1
E."ENST00000307340";1_215803531_215803602-222=72=245//O75445
E."ENST00000376282";11_75159537_75159694-83=158=146//Q8WTR4
E."ENST00000357472";3_152164493_152164546-258=54=154//Q9JKP5
E."ENST00000357472";3_152174056_152174150-36=95=75//Q9JKP5
E."ENST00000545754";3_152175919_152175982-95=64=75//Q5ZKW9
E."ENST00000406785";2_40397421_40397489-131=69=18//P32418
E."ENST00000484930";3_138036990_138037061-76=72=104//Q86XW9
E."ENST00000592248";17_40272724_40272847-146=124=123//Q9JHD2
E."ENST00000512702";4_15480847_15480952-84=106=124//Q9P2K1
E."ENST00000506313";4_77026675_77026707-33=33=33//Q13508
E."ENST00000358544";8_100519365_100519431-115=67=142//Q7Z7G8
E."ENST00000412444";2_213921290_213921468-168=179=267//Q9UKS7
E."ENST00000361796";11_57583387_57583473-107=87=2883//O60716
E."ENST00000534813";8_146016063_146016148-116=86=219//P62919
E."ENST00000373201";20_40744679_40744738-117=60=98//O14522
E."ENST00000373201";20_40899037_40899093-136=57=37//O14522
E."ENST00000548332";16_66884444_66884562-198=119=96//P43166
E."ENST00000443170";2_44008767_44008903-118=137=35//Q8TCX1
E."ENST00000348423";11_101362287_101362469-217=183=775//Q9Y210
E."ENST00000408911";1_216880701_216880828-416=128=210//P62510
E."ENST00000522263";8_95503806_95504137-144=332=167//Q69YN4
E."ENST00000298428";10_12184432_12184564-66=133=79//Q8AY36
E."ENST00000357048";2_241535351_241535569-281=219=203//Q9HC96
E."ENST00000491489";17_28809918_28810074-121=157=88//O95249
E."ENST00000462312";17_39086192_39086348-162=157=83//Q9C075
E."ENST00000377766";10_17210840_17210916-70=77=110//O14717
E."ENST00000377766";10_17203482_17203547-70=66=110//O14717
E."ENST00000542787";X_2793851_2793955-201=105=1759//O15488
E."ENST00000514963";5_135601908_135602124-234=217=778//Q9HCX4
E."ENST00000352189";5_135651285_135651467-217=183=778//Q9HCX4
E."ENST00000352189";5_135610361_135610525-217=165=778//Q9HCX4
E."ENST00000495115";7_99454456_99454522-138=67=161//Q9HB55
E."ENST00000495115";7_99461160_99461322-227=163=140//Q9HB55
E."ENST00000444905";7_99434076_99434169-138=94=67//Q9HB55
E."ENST00000444905";7_99453214_99453341-138=128=67//Q9HB55
E."ENST00000341807";8_139691860_139691919-78=60=45//Q8NFW1
E."ENST00000434163";10_103588146_103588216-108=71=70//Q9NS61
E."ENST00000521072";6_109724234_109724311-136=78=57//Q8IXY8
E."ENST00000527575";11_12900436_12900447-63=12=135//P28347
E."ENST00000397647";2_113984732_113984833-87=102=176//Q06710
E."ENST00000528746";11_129799305_129799316-348=12=243//Q5RAX9
E."ENST00000222382";7_99447602_99447722-149=121=128//Q9HB55
E."ENST00000312017";7_99461157_99461322-227=166=96//Q9HB55
E."ENST00000312017";7_99461160_99461322-227=163=96//Q9HB55
E."ENST00000537368";12_124124504_124124548-80=45=107//Q13889
E."ENST00000596771";19_49896603_49896676-138=74=105//Q8N6L0
E."ENST00000508526";5_74864502_74864615-120=114=153//Q9UBT6
E."ENST00000447016";21_43254614_43254673-168=60=88//P57071
E."ENST00000441787";21_43254614_43254673-116=60=88//P57071
E."ENST00000542898";16_3298465_3298562-231=98=96//O15553
E."ENST00000538326";16_3301957_3302049-350=93=633//O15553
E."ENST00000536980";16_3304158_3304790-350=633=317//O15553
E."ENST00000451642";17_35646320_35646430-133=111=253//Q13085
E."ENST00000377194";6_28875269_28875340-27=72=33//Q62158
E."ENST00000409861";2_157352074_157352203-110=130=172//P43304
E."ENST00000512112";4_39196164_39196279-126=116=116//Q8NEZ3
E."ENST00000530890";16_3117555_3117614-39=60=27//P24001
E."ENST00000371123";X_128627017_128627052-153=36=122//Q6PGB8
E."ENST00000382399";9_69245076_69245163-47=88=38//A6NM15
E."ENST00000391752";19_54710421_54710592-187=172=250//P29314
E."ENST00000415541";11_116738662_116738805-151=144=71//Q9Y2K2
E."ENST00000446921";11_116820849_116820972-162=124=64//Q9Y2K2
E."ENST00000564179";15_66801084_66801230-92=147=96//Q5RA78
E."ENST00000367058";1_207646890_207647066-408=177=85//P20023
E."ENST00000587597";19_45991895_45991964-47=70=139//O75298
E."ENST00000509351";6_133047861_133048151-374=291=131//Q9NY84
E."ENST00000509351";6_133049880_133050072-374=193=131//Q9NY84
E."ENST00000509351";6_133049880_133050118-374=239=131//Q9NY84
E."ENST00000275223";6_133047861_133047977-374=117=239//Q9NY84
E."ENST00000509142";4_83763293_83763634-59=342=124//Q5R4F4
E."ENST00000509142";4_83763338_83763634-59=297=124//Q5R4F4
E."ENST00000448323";4_83752090_83752128-59=39=342//O94979
E."ENST00000287840";8_32600193_32600251-68=59=103//Q02297
E."ENST00000523079";8_32599526_32599593-130=68=59//P43322
E."ENST00000419464";2_204334962_204335036-78=75=506//Q70E73
E."ENST00000419464";2_204341799_204341879-78=81=506//Q70E73
E."ENST00000440868";7_92826686_92826710-38=25=126//A8MVW5
E."ENST00000559240";1_164781227_164781386-136=160=90//P41778
E."ENST00000399162";10_70644016_70644215-153=200=472//Q6ZVD7
E."ENST00000510824";4_48839177_48839269-81=93=54//Q5RD48
E."ENST00000490356";11_132176189_132176362-126=174=74//Q9P121
E."ENST00000504884";5_121736681_121736821-57=141=73//Q9Y6H5
E."ENST00000536378";3_37047352_37047457-74=106=73//P40692
E."ENST00000284483";3_170824972_170824995-185=24=98//P83510
E."ENST00000335742";4_169846384_169846429-134=46=2245//Q8WX93
E."ENST00000540948";9_130912830_130912835-137=6=80//P80188
E."ENST00000306481";5_122758644_122758724-157=81=84//Q8N960
E."ENST00000510514";9_112924374_112924412-179=39=99//Q9Y2D5
E."ENST00000444756";3_17469942_17470011-109=70=132//Q92609
E."ENST00000541112";4_15042088_15042111-51=24=171//Q7Z5Q1
E."ENST00000544368";12_69979531_69979789-65=259=75//Q5XIM9
E."ENST00000357272";3_58117654_58117746-168=93=124//O75369
E."ENST00000358537";3_58138435_58138504-123=70=267//O75369
E."ENST00000568195";1_25634138_25634307-134=170=80//Q02161
E."ENST00000357542";1_25634138_25634307-134=170=314//Q02161
E."ENST00000357542";1_25643491_25643570-134=80=314//Q02161
E."ENST00000354664";17_36346438_36346660-40=223=86//B9A6J9
E."ENST00000557265";14_35073341_35073380-124=40=122//Q9UNH7
E."ENST00000389397";16_22134795_22134857-81=63=95//A6NCI4
E."ENST00000554270";14_89013873_89013995-170=123=293//Q16825
E."ENST00000439288";6_111494641_111494728-145=88=501//Q8TF71
E."ENST00000370727";1_82407718_82407729-110=12=801//O95490
E."ENST00000370721";1_82446479_82446523-92=45=169//O95490
E."ENST00000492072";7_129939549_129939607-135=59=99//Q9UI42
E."ENST00000545650";4_62383033_62383236-228=204=214//Q9HAR2
E."ENST00000511324";4_62894573_62894599-92=27=169//Q9HAR2
E."ENST00000528989";11_36123465_36123581-135=117=346//Q86YD5
E."ENST00000589093";19_56309595_56309670-171=76=168//P59045
E."ENST00000590409";19_56329270_56329602-1570=333=132//P59045
E."ENST00000440050";9_71439012_71439131-69=120=131//O14986
E."ENST00000448023";16_3605782_3605917-84=136=84//Q7RTR2
E."ENST00000451945";11_46686399_46686509-94=111=137//A5A6N3
E."ENST00000437259";9_140349691_140349759-53=69=6//B8PYG1
E."ENST00000265663";9_140350081_140350086-69=6=76//Q6X4W1
E."ENST00000354961";5_55162439_55162582-91=144=118//Q8NI17
E."ENST00000348328";2_158406674_158406904-168=231=231//Q8K348
E."ENST00000335450";2_158412605_158412844-231=240=231//Q8K348
E."ENST00000414508";7_139652350_139652487-117=138=89//P24557
E."ENST00000414508";7_139717471_139717633-138=163=299//Q2PG45
E."ENST00000541792";12_28724150_28724196-68=47=99//Q5RCA7
E."ENST00000458432";1_201331514_201331522-110=9=111//P13789
E."ENST00000584529";17_61560390_61560534-224=145=99//P12821
E."ENST00000517659";8_54852136_54852284-165=149=84//O76081
E."ENST00000349570";11_618599_619180-158=582=85//Q9HBB8
E."ENST00000200181";17_73751136_73751294-240=159=150//P16144
E."ENST00000519584";17_4855320_4855442-87=123=96//P13929
E."ENST00000396138";16_20361093_20361191-777=99=190//P07911
E."ENST00000302509";16_20361093_20361191-777=99=127//P07911
E."ENST00000339809";7_8267268_8267481-124=214=73//P97411
E."ENST00000438204";2_210874381_210874460-141=80=140//Q96AT9
E."ENST00000438204";2_210868162_210868192-141=31=140//Q96AT9
E."ENST00000312391";X_64748140_64748249-86=110=47//Q9Y4W2
E."ENST00000347735";12_1221381_1221464-156=84=168//Q811U3
E."ENST00000347735";12_1372200_1372331-136=132=161//Q811U3
E."ENST00000397203";12_1313667_1313678-194=12=136//Q8IUD2
E."ENST00000397203";12_1519555_1519619-99=65=189//Q8IUD2
E."ENST00000487958";3_183895331_183895399-117=69=266//P84092
E."ENST00000380302";6_3323500_3323552-128=53=169//A1A5C7
E."ENST00000525919";11_76165793_76165834-75=42=176//Q7Z589
E."ENST00000525038";11_76250643_76250684-156=42=152//Q8BMB0
E."ENST00000346299";11_95615538_95615660-76=123=106//Q5REB9
E."ENST00000368246";1_156344398_156344520-225=123=187//Q9H310
E."ENST00000368246";1_156340973_156341045-225=73=187//Q9H310
E."ENST00000358053";20_60839685_60839774-76=90=135//Q9H1P3
E."ENST00000439951";20_60835073_60835181-165=109=76//Q9H1P3
E."ENST00000439951";20_60864263_60864386-129=124=91//Q9H1P3
E."ENST00000565733";1_25570945_25570989-84=45=152//Q9BUV0
E."ENST00000394524";4_114426132_114426191-49=60=38//Q9DG02
E."ENST00000394524";4_114429392_114429424-49=33=38//Q9DG02
E."ENST00000394526";4_114424092_114424133-49=42=33//Q2HJF7
E."ENST00000276826";8_145763105_145763197-74=93=562//Q9C0H5
E."ENST00000525632";16_69269651_69269736-186=86=214//Q13425
E."ENST00000430835";6_4115641_4115897-199=257=98//Q7Z4U5
E."ENST00000569071";16_24902190_24902395-81=206=136//Q8WWX8
E."ENST00000361828";3_193343881_193343991-68=111=54//O60313
E."ENST00000410059";2_115807725_115807796-540=72=115//Q6Q629
E."ENST00000471755";8_22035080_22035245-179=166=106//P13497
E."ENST00000471755";8_22056777_22056900-181=124=83//P13497
E."ENST00000545242";4_8034375_8034407-121=33=147//Q6H8Q1
E."ENST00000486895";13_50657278_50657330-387=53=94//O43261
E."ENST00000498426";1_196227782_196227805-301=24=129//Q6UVM3
E."ENST00000465983";6_53142444_53142541-78=98=95//Q5RFL5
E."ENST00000487861";14_68331505_68331602-117=98=137//O15315
